auction_id,item_id,item_name,price,bids,seller_id,buyer_id,timestamp,fetched_at
135587,167,Devil Doll,46000001,7,2132558,1714439,1567068831,1773547024
135056,167,Devil Doll,30000001,10,2280676,2091067,1565863550,1773547024
134903,167,Devil Doll,45500001,8,475350,2280676,1565214240,1773547024
133253,167,Devil Doll,20075001,11,952751,489763,1563605274,1773547024
131724,167,Devil Doll,19185001,8,2011127,2222096,1561264566,1773547024
131234,167,Devil Doll,33000001,12,2137986,1032093,1561133467,1773547024
131233,167,Devil Doll,33000001,10,2137986,1032093,1561133462,1773547024
125588,167,Devil Doll,25000001,5,1757352,2137986,1555847696,1773547024
125587,167,Devil Doll,25000001,6,1757352,2137986,1555847689,1773547024
119704,167,Devil Doll,10095683,11,895621,132376,1552603356,1773547024
119307,167,Devil Doll,61111112,11,26845,1562095,1550194464,1773547024
118379,167,Devil Doll,17358408,6,2185896,2152037,1549019117,1773547024
117016,167,Devil Doll,44797747,9,2053882,2152037,1547769137,1773547024
117012,167,Devil Doll,110000001,7,1949403,2152037,1547152226,1773547024
115186,167,Devil Doll,54000001,8,2116388,2152037,1545617074,1773547024
112253,167,Devil Doll,20000001,8,2147052,1658704,1541536260,1773547024
110474,167,Devil Doll,14000756,7,2097767,2152185,1540397743,1773547024
111393,167,Devil Doll,19000001,10,1965474,2103346,1540010780,1773547024
111310,167,Devil Doll,12200001,7,595766,2147052,1539296575,1773547024
111050,167,Devil Doll,11250001,4,1535723,2152185,1539266425,1773547024
110961,167,Devil Doll,16500001,8,1906903,2140333,1539146854,1773547024
111109,167,Devil Doll,10000001,12,1734462,1965474,1538999590,1773547024
111108,167,Devil Doll,12600001,7,1734462,2104903,1538999556,1773547024
111086,167,Devil Doll,16250001,8,148282,595766,1538966943,1773547024
110723,167,Devil Doll,22976732,8,2083558,2171128,1538860602,1773547024
110724,167,Devil Doll,15000001,9,2083558,1965474,1538774213,1773547024
110827,167,Devil Doll,34015950,6,1965474,2132128,1538758558,1773547024
110825,167,Devil Doll,16000001,9,1965474,2132128,1538585700,1773547024
110413,167,Devil Doll,20000001,10,1513228,1965474,1538578087,1773547024
110403,167,Devil Doll,24280685,13,1965474,1734462,1538140216,1773547024
110286,167,Devil Doll,16000001,5,2098419,2164843,1537822361,1773547024
109029,167,Devil Doll,6750001,11,1971021,2083558,1536677160,1773547024
109473,167,Devil Doll,16000001,6,2152185,2083558,1536651179,1773547024
107769,167,Devil Doll,12483200,10,2086854,2126566,1535602689,1773547024
107654,167,Devil Doll,11000001,11,439873,2123197,1535434401,1773547024
106138,167,Devil Doll,18250001,10,2012173,439873,1533495426,1773547024
104065,167,Devil Doll,7000001,10,2122360,299063,1531247523,1773547024
102466,167,Devil Doll,6999970,8,2131423,1949403,1529863240,1773547024
101093,167,Devil Doll,4869467,10,2113461,2031258,1528620387,1773547024
101092,167,Devil Doll,3000001,9,2113461,211922,1528447573,1773547024
100782,167,Devil Doll,5700001,11,2113461,2031258,1528246752,1773547024
100340,167,Devil Doll,14408350,7,2113461,2081872,1527784880,1773547024
97540,167,Devil Doll,10888774,11,1602245,2031258,1525263396,1773547024
96026,167,Devil Doll,10000001,11,1870452,2031258,1523848917,1773547024
93587,167,Devil Doll,11123700,9,499657,1864364,1519423864,1773547024
88965,167,Devil Doll,3000001,10,2006117,2031258,1513258914,1773547024
88566,167,Devil Doll,3000002,11,1879417,2006117,1512851642,1773547024
83630,167,Devil Doll,8000001,5,2065865,2074167,1505084728,1773547024
77967,167,Devil Doll,8350348,8,2005196,1527351,1495635536,1773547024
77289,167,Devil Doll,4249001,6,2045105,1800420,1494607557,1773547024
77476,167,Devil Doll,5000001,8,2061086,2005196,1494472852,1773547024
71691,167,Devil Doll,3000001,6,1901602,1800420,1484158042,1773547024
69033,167,Devil Doll,8260603,8,662063,1870817,1480469649,1773547024
66839,167,Devil Doll,9000001,8,1955208,538353,1479854145,1773547024
67128,167,Devil Doll,10000001,9,2023527,2018686,1478516476,1773547024
63844,167,Devil Doll,4400001,3,2005237,1958450,1472941863,1773547024
63330,167,Devil Doll,1390001,7,1606009,538353,1472474191,1773547024
62082,167,Devil Doll,2150001,5,1943342,795657,1469325832,1773547024
61839,167,Devil Doll,4499001,8,1943342,1893714,1468892396,1773547024
61832,167,Devil Doll,2500001,5,1962748,1958971,1468620395,1773547024
60506,167,Devil Doll,3000001,11,1992877,795657,1468095255,1773547024
59889,167,Devil Doll,5000001,8,1955208,1958821,1466406887,1773547024
60025,167,Devil Doll,4209001,6,1644129,1992877,1464977593,1773547024
58428,167,Devil Doll,4000001,4,1,1873683,1463063940,1773547024
57988,167,Devil Doll,9000001,8,1868488,1955208,1461994988,1773547024
57012,167,Devil Doll,3000001,12,1982604,1630778,1461661981,1773547024
56152,167,Devil Doll,7000001,11,528435,1644129,1460917491,1773547024
46624,167,Devil Doll,1205124,7,1950551,1954490,1448341376,1773547024
46541,167,Devil Doll,1101001,8,1701276,1862768,1447055344,1773547024
44168,167,Devil Doll,1100001,9,641864,1960094,1446575115,1773547024
45997,167,Devil Doll,1300001,6,990097,1960094,1446334964,1773547024
45214,167,Devil Doll,1010221,9,258120,476786,1445549691,1773547024
42917,167,Devil Doll,2000001,11,1938825,1365948,1445241028,1773547024
44492,167,Devil Doll,5000001,11,1039933,990097,1445177266,1773547024
44330,167,Devil Doll,4000001,12,1765359,1870452,1444428196,1773547024
41546,167,Devil Doll,2000001,6,1585139,585050,1441136815,1773547024
41451,167,Devil Doll,1500001,9,1811562,1601454,1441034609,1773547024
41317,167,Devil Doll,4000001,11,1585139,72095,1440851427,1773547024
40473,167,Devil Doll,700001,13,903994,1897325,1440098382,1773547024
33381,167,Devil Doll,1000551,12,529581,1150855,1432799137,1773547024
33554,167,Devil Doll,333334,6,1907440,1701276,1432782536,1773547024
33197,167,Devil Doll,600001,7,1890407,1872681,1432463436,1773547024
32044,167,Devil Doll,875001,10,1920954,1890407,1432158260,1773547024
30620,167,Devil Doll,950001,5,1826943,635043,1430317366,1773547024
30101,167,Devil Doll,555556,8,1664820,1889656,1429880106,1773547024
28687,167,Devil Doll,1000001,11,138711,1895561,1429272697,1773547024
27122,167,Devil Doll,900001,11,1378760,420659,1427601876,1773547024
20468,167,Devil Doll,825001,5,1444083,1758164,1419089122,1773547024
20176,167,Devil Doll,1000001,6,1649224,1400757,1418474198,1773547024
16173,167,Devil Doll,111112,7,766409,1865614,1417109450,1773547024
17703,167,Devil Doll,288890,4,1867381,1198758,1415820359,1773547024
11166,167,Devil Doll,100001,7,532569,304285,1408821056,1773547024
10885,167,Devil Doll,182973,11,532569,1818872,1408558556,1773547024
9018,167,Devil Doll,125001,5,1844259,493951,1408118103,1773547024
9017,167,Devil Doll,100001,6,1844259,227119,1408117907,1773547024
8458,167,Devil Doll,200001,2,785494,227119,1407550215,1773547024
8398,167,Devil Doll,350001,5,494677,815457,1406861791,1773547024
8218,167,Devil Doll,320006,6,206872,227119,1406833004,1773547024
6973,167,Devil Doll,500001,7,1855827,53453,1406295459,1773547024
6858,167,Devil Doll,400001,9,766409,206872,1406119487,1773547024
6528,167,Devil Doll,40001,3,1732212,227119,1405778159,1773547024
6477,167,Devil Doll,358889,8,1667842,227119,1405724724,1773547024
6620,167,Devil Doll,299001,5,1701276,1855827,1405430735,1773547024
6621,167,Devil Doll,250006,7,1701276,1691336,1405257967,1773547024
6446,167,Devil Doll,111112,2,1701276,227119,1405092974,1773547024
6004,167,Devil Doll,1000001,5,1855827,1706882,1404744397,1773547024
5522,167,Devil Doll,100001,6,1852238,1855827,1404484043,1773547024
37665,168,Golden Candle,1200000001,16,9170,860628,1437077061,1773547025
12115,168,Golden Candle,1400000001,17,9170,607043,1410145591,1773547025
4151,168,Golden Candle,1500000001,17,9170,535425,1394506095,1773547025
798,168,Golden Candle,2315000001,20,9170,216153,1360043333,1773547025
288182,171,Jack-O-Lantern '05,451250943,16,1109453,2093595,1709093502,1773547026
285347,171,Jack-O-Lantern '05,549500001,11,2202490,2740297,1707941147,1773547026
228237,171,Jack-O-Lantern '05,325000001,7,2345482,2093595,1678215578,1773547026
198295,171,Jack-O-Lantern '05,450000001,15,2611286,1109453,1647134924,1773547026
195115,171,Jack-O-Lantern '05,411797990,13,2650329,2093595,1642513378,1773547026
190044,171,Jack-O-Lantern '05,371000001,7,2527418,2611286,1635902147,1773547026
189632,171,Jack-O-Lantern '05,365219301,16,21,2093595,1635855920,1773547026
189629,171,Jack-O-Lantern '05,365000071,17,20,2093595,1635855863,1773547026
189724,171,Jack-O-Lantern '05,359098939,14,1844909,2093595,1635333443,1773547026
181634,171,Jack-O-Lantern '05,332000001,6,791725,712593,1626127504,1773547026
175071,171,Jack-O-Lantern '05,236000001,15,2334035,871983,1619185475,1773547026
170534,171,Jack-O-Lantern '05,404000001,9,1921241,1830515,1614052960,1773547026
158881,171,Jack-O-Lantern '05,209474393,13,43050,2226514,1594818263,1773547026
158684,171,Jack-O-Lantern '05,303494063,18,72095,271642,1593466866,1773547026
158511,171,Jack-O-Lantern '05,278102012,8,1468963,1650079,1593320386,1773547026
157684,171,Jack-O-Lantern '05,301000001,9,2174792,1530481,1592408630,1773547026
138241,171,Jack-O-Lantern '05,125000001,18,107444,1544514,1570841295,1773547026
136468,171,Jack-O-Lantern '05,88339747,14,27478,489763,1568282195,1773547026
136587,171,Jack-O-Lantern '05,350000001,16,107444,2210022,1568205152,1773547026
101745,171,Jack-O-Lantern '05,275000001,14,2044600,1544514,1529115015,1773547026
85791,171,Jack-O-Lantern '05,202222001,15,495897,132845,1508508793,1773547026
82963,171,Jack-O-Lantern '05,260000001,6,239,132845,1504619264,1773547026
81235,171,Jack-O-Lantern '05,250000001,10,730674,30633,1501711523,1773547026
35952,171,Jack-O-Lantern '05,300000001,15,521825,29052,1435052674,1773547026
21109,171,Jack-O-Lantern '05,327776382,11,1568669,94977,1420313787,1773547026
20420,171,Jack-O-Lantern '05,200000001,13,1455847,917873,1418753449,1773547026
14146,171,Jack-O-Lantern '05,345000001,12,922033,1771397,1415028419,1773547026
12022,171,Jack-O-Lantern '05,400000001,14,1732212,1009154,1412125868,1773547026
4363,171,Jack-O-Lantern '05,375000001,23,521825,922033,1404086012,1773547026
4257,171,Jack-O-Lantern '05,309876544,11,151323,72095,1397614788,1773547026
4230,171,Jack-O-Lantern '05,320000001,17,521825,582348,1396869426,1773547026
4023,171,Jack-O-Lantern '05,233666778,15,1627840,480072,1390662585,1773547026
4010,171,Jack-O-Lantern '05,330000001,9,341724,607043,1390358783,1773547026
3472,171,Jack-O-Lantern '05,250000001,18,691328,641864,1387205661,1773547026
3387,171,Jack-O-Lantern '05,260000001,19,1372561,641864,1385739257,1773547026
3320,171,Jack-O-Lantern '05,320000001,8,521825,1372561,1382681548,1773547026
2020,171,Jack-O-Lantern '05,230000001,11,1329342,1461614,1368518534,1773547026
1933,171,Jack-O-Lantern '05,200000001,9,108922,521825,1368109245,1773547026
1404,171,Jack-O-Lantern '05,223000001,10,108922,1329342,1365168355,1773547026
1171,171,Jack-O-Lantern '05,270000001,15,108922,1645619,1363633697,1773547026
831,171,Jack-O-Lantern '05,275000001,19,1145056,1648903,1360186620,1773547026
660,171,Jack-O-Lantern '05,325000001,22,176806,1145056,1359500305,1773547026
203,171,Jack-O-Lantern '05,250000001,13,134496,730674,1358578264,1773547026
283767,185,Bunch of Balloons '05,420000001,14,1785484,2093595,1707228066,1773547027
279984,185,Bunch of Balloons '05,375000001,25,2759415,2093595,1705611728,1773547027
276152,185,Bunch of Balloons '05,411000001,20,2611286,2759415,1704151791,1773547027
269583,185,Bunch of Balloons '05,433521306,6,1969817,3030350,1701116118,1773547027
263925,185,Bunch of Balloons '05,389970816,12,923382,15346,1697897004,1773547027
255607,185,Bunch of Balloons '05,478000001,12,1027488,1109453,1695088407,1773547027
254819,185,Bunch of Balloons '05,400000001,8,1740875,923382,1694072146,1773547027
248261,185,Bunch of Balloons '05,362988094,13,2637909,2093595,1690753983,1773547027
239048,185,Bunch of Balloons '05,360000000,11,282802,2093595,1686456520,1773547027
238213,185,Bunch of Balloons '05,320000001,12,1670630,2093595,1685193791,1773547027
235682,185,Bunch of Balloons '05,401351498,13,1740875,2107631,1683222891,1773547027
234173,185,Bunch of Balloons '05,376418580,11,1583290,2093595,1682199605,1773547027
224939,185,Bunch of Balloons '05,360283744,8,2467167,2093595,1675543270,1773547027
220251,185,Bunch of Balloons '05,335647501,12,200291,1271316,1672473904,1773547027
218405,185,Bunch of Balloons '05,350000001,12,2699023,1271316,1671244848,1773547027
213134,185,Bunch of Balloons '05,350000001,13,1997575,2699023,1666417318,1773547027
212619,185,Bunch of Balloons '05,392515332,8,1997575,2514253,1666035017,1773547027
203268,185,Bunch of Balloons '05,251000001,13,1504322,2093595,1653858126,1773547027
191824,185,Bunch of Balloons '05,353845558,8,2685023,1785484,1639852360,1773547027
189258,185,Bunch of Balloons '05,352000001,12,1844909,2093595,1635073864,1773547027
187610,185,Bunch of Balloons '05,400000001,8,1145056,2093595,1632669686,1773547027
181600,185,Bunch of Balloons '05,330000001,10,1066552,1530481,1625680061,1773547027
179550,185,Bunch of Balloons '05,340000001,11,2616736,2491601,1624258436,1773547027
180293,185,Bunch of Balloons '05,365000001,9,325066,730750,1624188719,1773547027
175939,185,Bunch of Balloons '05,256903425,12,2479825,2616736,1620198363,1773547027
164160,185,Bunch of Balloons '05,350055537,12,1655443,1644935,1606738868,1773547027
159092,185,Bunch of Balloons '05,280000001,11,14256,438831,1596125949,1773547027
158844,185,Bunch of Balloons '05,301111112,19,2335257,438831,1594206946,1773547027
158394,185,Bunch of Balloons '05,250000001,12,72095,422147,1592922152,1773547027
148268,185,Bunch of Balloons '05,120000001,11,521825,1650990,1580423318,1773547027
146029,185,Bunch of Balloons '05,186254392,7,2179131,107444,1577890220,1773547027
145129,185,Bunch of Balloons '05,127000001,5,2179131,107444,1576870348,1773547027
143569,185,Bunch of Balloons '05,206000001,7,2179131,107444,1575146833,1773547027
142808,185,Bunch of Balloons '05,202000000,6,2179131,107444,1574610628,1773547027
141408,185,Bunch of Balloons '05,133000001,18,107444,2179131,1574005238,1773547027
140727,185,Bunch of Balloons '05,200000001,9,107444,276863,1573097920,1773547027
139202,185,Bunch of Balloons '05,210000001,17,107444,1544514,1571778903,1773547027
138242,185,Bunch of Balloons '05,140000001,11,107444,1544514,1570841302,1773547027
136996,185,Bunch of Balloons '05,254020149,8,107444,2059853,1569026008,1773547027
136466,185,Bunch of Balloons '05,225000002,16,27478,2210022,1568282183,1773547027
135979,185,Bunch of Balloons '05,300000001,11,107444,1714439,1567581786,1773547027
132278,185,Bunch of Balloons '05,161079828,9,2042205,489763,1561744039,1773547027
130890,185,Bunch of Balloons '05,250000156,12,2260391,1352251,1560825378,1773547027
109058,185,Bunch of Balloons '05,285000001,10,521825,45367,1536872872,1773547027
107169,185,Bunch of Balloons '05,310000001,16,1061,2042205,1534729088,1773547027
99801,185,Bunch of Balloons '05,400000001,11,343267,2106093,1527691921,1773547027
91742,185,Bunch of Balloons '05,215000001,23,23707,871983,1517343314,1773547027
91753,185,Bunch of Balloons '05,150000001,8,72551,72095,1516923683,1773547027
91424,185,Bunch of Balloons '05,420000001,15,164466,132845,1516450783,1773547027
89551,185,Bunch of Balloons '05,250000001,9,730674,132845,1514161721,1773547027
82962,185,Bunch of Balloons '05,203000001,16,239,871983,1504619235,1773547027
79114,185,Bunch of Balloons '05,170000001,14,521825,1044583,1497900546,1773547027
61793,185,Bunch of Balloons '05,316365699,14,130374,1751079,1470877286,1773547027
61168,185,Bunch of Balloons '05,300000001,18,867121,1751079,1467859154,1773547027
60287,185,Bunch of Balloons '05,343117419,14,98072,1765291,1465392255,1773547027
53534,185,Bunch of Balloons '05,315000001,11,226831,15346,1455818742,1773547027
53085,185,Bunch of Balloons '05,150000001,10,278192,871983,1455194622,1773547027
53000,185,Bunch of Balloons '05,400000001,16,1873683,871983,1454529566,1773547027
51001,185,Bunch of Balloons '05,360000001,11,2251,871983,1452646659,1773547027
40763,185,Bunch of Balloons '05,175000001,10,584474,530880,1440501553,1773547027
29928,185,Bunch of Balloons '05,151000001,14,1581358,1677347,1430071144,1773547027
29412,185,Bunch of Balloons '05,210000001,23,1713870,871983,1429290847,1773547027
25700,185,Bunch of Balloons '05,221000001,15,1769935,1814701,1425097487,1773547027
20591,185,Bunch of Balloons '05,249000001,14,1455847,634264,1418840617,1773547027
20418,185,Bunch of Balloons '05,260000001,16,1455847,530238,1418407518,1773547027
20409,185,Bunch of Balloons '05,135000001,16,943259,1447329,1418389284,1773547027
20308,185,Bunch of Balloons '05,400000001,16,1455847,1444083,1418138149,1773547027
20181,185,Bunch of Balloons '05,450000001,13,1455847,584474,1417878771,1773547027
20075,185,Bunch of Balloons '05,275000001,13,1455847,507888,1417602925,1773547027
18134,185,Bunch of Balloons '05,250000001,9,521825,844721,1416008111,1773547027
13853,185,Bunch of Balloons '05,250000001,9,1627840,1444083,1412777083,1773547027
12929,185,Bunch of Balloons '05,350000001,14,1732212,1627840,1411037181,1773547027
12057,185,Bunch of Balloons '05,300000001,15,23707,1264749,1410476367,1773547027
